within_threshold,final_distance,convergence,perturbation,retcode
false,2.2321397435890598,false,"[-0.9154909476207775, -0.4999999994684595, 3.768844223763233]",Success
false,2.0942237608969223,false,"[-0.9154909476207775, -0.4999999994684595, 3.869346736326047]",Success
false,1.9290430375461545,false,"[-0.9154909476207775, -0.4999999994684595, 3.969849248888861]",Success
false,1.8120675511174908,true,"[-0.9154909476207775, -0.4999999994684595, 4.070351761451675]",Success
false,1.781564252404863,true,"[-0.9154909476207775, -0.4999999994684595, 4.170854274014489]",Success
false,1.8291832128000243,true,"[-0.9154909476207775, -0.4999999994684595, 4.271356786577303]",Success
false,1.9201439487862602,true,"[-0.9154909476207775, -0.4999999994684595, 4.371859299140117]",Success
false,2.0202549129652994,true,"[-0.9154909476207775, -0.4999999994684595, 4.472361811702931]",Success
false,2.113250389268635,true,"[-0.9154909476207775, -0.4999999994684595, 4.572864324265745]",Success
false,2.198104070574715,false,"[-0.9154909476207775, -0.4999999994684595, 4.673366836828559]",Success
false,2.26561913860696,false,"[-0.9154909476207775, -0.4999999994684595, 4.773869349391373]",Success
false,2.27957265314476,false,"[-0.9154909476207775, -0.4999999994684595, 4.874371861954187]",Success
false,2.2025101950674393,false,"[-0.9154909476207775, -0.4999999994684595, 4.974874374517001]",Success
false,2.0497812098607384,false,"[-0.9154909476207775, -0.4999999994684595, 5.075376887079816]",Success
false,1.8911874788336822,false,"[-0.9154909476207775, -0.4999999994684595, 5.17587939964263]",Success
false,1.7953429971477377,true,"[-0.9154909476207775, -0.4999999994684595, 5.276381912205444]",Success
false,1.7876023430604095,true,"[-0.9154909476207775, -0.4999999994684595, 5.376884424768258]",Success
false,1.8500580366390327,true,"[-0.9154909476207775, -0.4999999994684595, 5.477386937331072]",Success
false,1.945859901440473,true,"[-0.9154909476207775, -0.4999999994684595, 5.5778894498938865]",Success
false,2.044605923610325,true,"[-0.9154909476207775, -0.4999999994684595, 5.6783919624567005]",Success
false,2.1352389905658984,true,"[-0.9154909476207775, -0.4999999994684595, 5.778894475019515]",Success
false,2.2172047074003247,false,"[-0.9154909476207775, -0.4999999994684595, 5.879396987582329]",Success
false,2.275697885177673,false,"[-0.9154909476207775, -0.4999999994684595, 5.979899500145143]",Success
false,2.2701337036987224,false,"[-0.9154909476207775, -0.4999999994684595, 6.080402012707957]",Success
false,2.1717701936356497,false,"[-0.9154909476207775, -0.4999999994684595, 6.180904525270771]",Success
false,2.0112125360157576,false,"[-0.9154909476207775, -0.4999999994684595, 6.281407037833585]",Success
false,1.8625812129990982,false,"[-0.9154909476207775, -0.4999999994684595, 6.381909550396399]",Success
false,1.786152252451816,true,"[-0.9154909476207775, -0.4999999994684595, 6.482412062959213]",Success
false,1.796241872346603,true,"[-0.9154909476207775, -0.4999999994684595, 6.582914575522027]",Success
false,1.8685837504635274,true,"[-0.9154909476207775, -0.4999999994684595, 6.683417088084841]",Success
false,1.9664178757730761,true,"[-0.9154909476207775, -0.4999999994684595, 6.783919600647655]",Success
false,2.063316460272067,true,"[-0.9154909476207775, -0.4999999994684595, 6.884422113210469]",Success
false,2.1518422675126487,true,"[-0.9154909476207775, -0.4999999994684595, 6.984924625773283]",Success
false,2.231037208906411,true,"[-0.9154909476207775, -0.4999999994684595, 7.085427138336097]",Success
false,2.280861361243931,false,"[-0.9154909476207775, -0.4999999994684595, 7.1859296508989114]",Success
false,2.259376223724103,false,"[-0.9154909476207775, -0.4999999994684595, 7.2864321634617255]",Success
false,2.1464645986442177,false,"[-0.9154909476207775, -0.4999999994684595, 7.38693467602454]",Success
false,1.9831742420058083,false,"[-0.9154909476207775, -0.4999999994684595, 7.487437188587354]",Success
false,1.844079419300025,false,"[-0.9154909476207775, -0.4999999994684595, 7.587939701150168]",Success
false,1.7822790603038052,false,"[-0.9154909476207775, -0.4999999994684595, 7.688442213712982]",Success
false,1.8042386877157894,true,"[-0.9154909476207775, -0.4999999994684595, 7.788944726275796]",Success
false,1.8824000748155065,true,"[-0.9154909476207775, -0.4999999994684595, 7.88944723883861]",Success
false,1.9807804506416027,true,"[-0.9154909476207775, -0.4999999994684595, 7.989949751401424]",Success
false,2.0761460510773273,true,"[-0.9154909476207775, -0.4999999994684595, 8.090452263964238]",Success
false,2.163179263535938,true,"[-0.9154909476207775, -0.4999999994684595, 8.190954776527052]",Success
false,2.239887747714051,true,"[-0.9154909476207775, -0.4999999994684595, 8.291457289089866]",Success
false,2.2829387762475446,true,"[-0.9154909476207775, -0.4999999994684595, 8.39195980165268]",Success
false,2.25047509204639,false,"[-0.9154909476207775, -0.4999999994684595, 8.492462314215494]",Success
false,2.1290334030957316,false,"[-0.9154909476207775, -0.4999999994684595, 8.592964826778308]",Success
false,1.9654552895051856,false,"[-0.9154909476207775, -0.4999999994684595, 8.693467339341122]",Success
false,1.8334784355224105,false,"[-0.9154909476207775, -0.4999999994684595, 8.793969851903936]",Success
false,1.7809621324212301,false,"[-0.9154909476207775, -0.4999999994684595, 8.89447236446675]",Success
false,1.8098939412017412,true,"[-0.9154909476207775, -0.4999999994684595, 8.994974877029565]",Success
false,1.8910370112892068,true,"[-0.9154909476207775, -0.4999999994684595, 9.095477389592379]",Success
false,1.9894096770320657,true,"[-0.9154909476207775, -0.4999999994684595, 9.195979902155193]",Success
false,2.0835820910583442,true,"[-0.9154909476207775, -0.4999999994684595, 9.296482414718007]",Success
false,2.1696444432876754,true,"[-0.9154909476207775, -0.4999999994684595, 9.39698492728082]",Success
false,2.2446616230504888,true,"[-0.9154909476207775, -0.4999999994684595, 9.497487439843635]",Success
false,2.2835794432680356,true,"[-0.9154909476207775, -0.4999999994684595, 9.597989952406449]",Success
false,2.245076019473227,false,"[-0.9154909476207775, -0.4999999994684595, 9.698492464969263]",Success
false,2.1194756927984493,false,"[-0.9154909476207775, -0.4999999994684595, 9.798994977532077]",Success
false,1.9563344948635824,false,"[-0.9154909476207775, -0.4999999994684595, 9.899497490094891]",Success
false,1.8284994244822856,false,"[-0.9154909476207775, -0.4999999994684595, 10.000000002657705]",Success
false,1.7911876362520707,true,"[-0.8992503821119686, -0.5286515155710113, -9.999999997342295]",Success
